entity_id,entity_type,reason,listed_date
dev_978823,device,Previous fraud attempt,2025-10-14
acc_261348,account,Known botnet activity,2025-09-27
acc_869079,account,Chargeback abuse,2025-10-31
34.115.54.244,ip,Known botnet activity,2025-09-12
26.98.220.29,ip,Known botnet activity,2025-10-22
acc_773321,account,Suspicious login pattern,2025-11-03
acc_747643,account,Previous fraud attempt,2025-08-30
99.9.135.217,ip,Suspicious login pattern,2025-08-31
acc_21276,account,Previous fraud attempt,2025-10-20
dev_607077,device,Chargeback abuse,2025-11-05
60.69.8.27,ip,Chargeback abuse,2025-10-12
dev_675658,device,Known botnet activity,2025-12-12
dev_197200,device,Suspicious login pattern,2025-11-20
acc_928438,account,Suspicious login pattern,2025-09-18
79.163.101.16,ip,Chargeback abuse,2025-10-21
dev_300516,device,Previous fraud attempt,2025-09-19
acc_861176,account,Known botnet activity,2025-10-29
acc_705937,account,Previous fraud attempt,2025-12-03
acc_419302,account,Known botnet activity,2025-11-27
94.191.197.55,ip,Known botnet activity,2025-11-09
dev_334913,device,Previous fraud attempt,2025-10-13
41.159.226.89,ip,Known botnet activity,2025-10-22
dev_724518,device,Chargeback abuse,2025-10-08
acc_121225,account,Suspicious login pattern,2025-10-20
dev_133568,device,Chargeback abuse,2025-09-16
acc_111353,account,Chargeback abuse,2025-10-30
acc_641803,account,Previous fraud attempt,2025-12-06
dev_951834,device,Suspicious login pattern,2025-10-14
110.93.153.7,ip,Previous fraud attempt,2025-08-30
159.245.47.139,ip,Suspicious login pattern,2025-12-02
acc_75140,account,Chargeback abuse,2025-12-22
acc_712337,account,Chargeback abuse,2025-12-21
acc_105033,account,Suspicious login pattern,2025-10-19
dev_748104,device,Suspicious login pattern,2025-09-22
dev_137022,device,Chargeback abuse,2025-11-07
acc_65189,account,Chargeback abuse,2025-11-30
202.247.86.75,ip,Known botnet activity,2025-11-13
dev_195710,device,Chargeback abuse,2025-09-07
acc_676521,account,Suspicious login pattern,2025-11-15
218.189.133.111,ip,Known botnet activity,2025-11-08
dev_409691,device,Known botnet activity,2025-09-19
dev_89993,device,Suspicious login pattern,2025-12-11
dev_515182,device,Chargeback abuse,2025-08-29
dev_878000,device,Previous fraud attempt,2025-10-06
53.25.16.205,ip,Previous fraud attempt,2025-10-03
182.107.74.16,ip,Known botnet activity,2025-10-25
acc_231337,account,Previous fraud attempt,2025-09-16
58.116.143.48,ip,Previous fraud attempt,2025-09-08
acc_29063,account,Suspicious login pattern,2025-10-20
156.109.27.105,ip,Known botnet activity,2025-09-19
acc_933892,account,Chargeback abuse,2025-09-19
acc_450487,account,Previous fraud attempt,2025-08-31
dev_631609,device,Chargeback abuse,2025-12-18
dev_86068,device,Previous fraud attempt,2025-11-03
acc_294672,account,Suspicious login pattern,2025-12-14
103.146.225.212,ip,Chargeback abuse,2025-10-10
31.84.99.120,ip,Previous fraud attempt,2025-11-26
dev_905500,device,Suspicious login pattern,2025-09-28
183.138.11.231,ip,Known botnet activity,2025-08-29
acc_512092,account,Known botnet activity,2025-11-08
acc_753292,account,Suspicious login pattern,2025-09-23
acc_167049,account,Previous fraud attempt,2025-10-25
acc_615396,account,Previous fraud attempt,2025-10-26
137.151.179.174,ip,Chargeback abuse,2025-11-15
dev_770774,device,Suspicious login pattern,2025-10-10
dev_810266,device,Known botnet activity,2025-10-22
43.181.149.32,ip,Chargeback abuse,2025-12-10
dev_701414,device,Chargeback abuse,2025-12-03
60.254.0.90,ip,Known botnet activity,2025-10-24
dev_253874,device,Known botnet activity,2025-11-11
51.246.75.70,ip,Chargeback abuse,2025-08-31
115.133.100.179,ip,Known botnet activity,2025-09-29
dev_254899,device,Suspicious login pattern,2025-10-21
173.234.9.141,ip,Suspicious login pattern,2025-12-01
acc_522309,account,Previous fraud attempt,2025-10-12
dev_309755,device,Suspicious login pattern,2025-10-03
dev_593283,device,Known botnet activity,2025-09-10
acc_269277,account,Suspicious login pattern,2025-10-03
acc_576420,account,Known botnet activity,2025-11-28
21.246.93.163,ip,Chargeback abuse,2025-12-09
dev_651769,device,Previous fraud attempt,2025-08-30
acc_208936,account,Known botnet activity,2025-10-31
25.9.170.40,ip,Suspicious login pattern,2025-10-29
acc_778200,account,Previous fraud attempt,2025-10-08
acc_360005,account,Suspicious login pattern,2025-10-20
acc_897678,account,Known botnet activity,2025-09-29
acc_725756,account,Chargeback abuse,2025-09-15
dev_442214,device,Chargeback abuse,2025-10-24
55.147.152.46,ip,Known botnet activity,2025-11-20
71.3.152.206,ip,Known botnet activity,2025-09-03
186.196.38.90,ip,Suspicious login pattern,2025-08-29
28.191.86.143,ip,Known botnet activity,2025-10-25
dev_675705,device,Known botnet activity,2025-10-07
dev_61200,device,Suspicious login pattern,2025-09-28
acc_898148,account,Previous fraud attempt,2025-11-04
dev_214573,device,Suspicious login pattern,2025-09-08
151.72.131.61,ip,Chargeback abuse,2025-12-25
31.61.123.90,ip,Suspicious login pattern,2025-11-13
dev_146967,device,Previous fraud attempt,2025-11-22
acc_499751,account,Previous fraud attempt,2025-10-18
93.12.22.226,ip,Chargeback abuse,2025-10-26
91.52.49.28,ip,Suspicious login pattern,2025-11-02
dev_72085,device,Chargeback abuse,2025-10-08
dev_485160,device,Suspicious login pattern,2025-10-10
acc_318572,account,Previous fraud attempt,2025-12-03
acc_684619,account,Previous fraud attempt,2025-10-17
dev_817902,device,Chargeback abuse,2025-09-05
acc_6857,account,Suspicious login pattern,2025-10-03
dev_449560,device,Suspicious login pattern,2025-12-01
dev_446642,device,Known botnet activity,2025-11-20
acc_286758,account,Suspicious login pattern,2025-12-23
159.215.169.23,ip,Previous fraud attempt,2025-11-30
dev_941483,device,Chargeback abuse,2025-11-06
58.108.216.141,ip,Suspicious login pattern,2025-09-16
64.113.246.200,ip,Previous fraud attempt,2025-11-02
141.159.108.8,ip,Chargeback abuse,2025-12-10
dev_970649,device,Previous fraud attempt,2025-11-21
dev_981301,device,Previous fraud attempt,2025-11-24
65.43.119.95,ip,Previous fraud attempt,2025-12-24
76.168.216.51,ip,Suspicious login pattern,2025-11-26
dev_211572,device,Suspicious login pattern,2025-09-11
dev_112864,device,Suspicious login pattern,2025-11-10
56.126.68.155,ip,Chargeback abuse,2025-12-16
dev_769284,device,Suspicious login pattern,2025-09-10
dev_689031,device,Suspicious login pattern,2025-08-31
acc_493917,account,Known botnet activity,2025-09-13
dev_511943,device,Known botnet activity,2025-09-26
dev_506988,device,Suspicious login pattern,2025-12-17
164.140.11.33,ip,Suspicious login pattern,2025-10-14
acc_869249,account,Chargeback abuse,2025-11-15
acc_178694,account,Known botnet activity,2025-10-10
86.63.113.249,ip,Previous fraud attempt,2025-11-04
acc_934034,account,Known botnet activity,2025-09-11
acc_52686,account,Known botnet activity,2025-10-21
dev_249833,device,Previous fraud attempt,2025-12-20
acc_545497,account,Suspicious login pattern,2025-10-18
dev_157248,device,Known botnet activity,2025-10-26
160.13.145.87,ip,Previous fraud attempt,2025-09-04
dev_755685,device,Chargeback abuse,2025-10-25
dev_220647,device,Previous fraud attempt,2025-12-08
dev_636854,device,Previous fraud attempt,2025-09-27
dev_263965,device,Suspicious login pattern,2025-11-08
191.238.157.47,ip,Suspicious login pattern,2025-12-25
dev_430532,device,Suspicious login pattern,2025-09-19
dev_305144,device,Known botnet activity,2025-12-14
dev_231144,device,Previous fraud attempt,2025-09-07
acc_515149,account,Previous fraud attempt,2025-09-20
dev_140775,device,Known botnet activity,2025-10-24
acc_899872,account,Previous fraud attempt,2025-10-26
dev_239182,device,Suspicious login pattern,2025-09-07
dev_410119,device,Known botnet activity,2025-09-17
173.98.99.1,ip,Suspicious login pattern,2025-10-07
acc_51608,account,Suspicious login pattern,2025-10-15
acc_580001,account,Chargeback abuse,2025-11-15
dev_130013,device,Suspicious login pattern,2025-12-03
208.38.53.203,ip,Chargeback abuse,2025-11-12
acc_731749,account,Suspicious login pattern,2025-12-25
dev_39909,device,Known botnet activity,2025-09-25
acc_832580,account,Chargeback abuse,2025-09-23
148.177.141.41,ip,Previous fraud attempt,2025-09-17
acc_258834,account,Suspicious login pattern,2025-09-19
dev_851,device,Previous fraud attempt,2025-11-04
dev_473688,device,Previous fraud attempt,2025-11-07
147.205.65.172,ip,Previous fraud attempt,2025-11-17
113.126.54.67,ip,Chargeback abuse,2025-09-15
dev_956618,device,Suspicious login pattern,2025-10-23
85.11.15.71,ip,Chargeback abuse,2025-11-01
dev_161746,device,Known botnet activity,2025-11-12
acc_302615,account,Previous fraud attempt,2025-12-03
acc_285999,account,Chargeback abuse,2025-09-07
acc_5708,account,Known botnet activity,2025-12-26
acc_226871,account,Known botnet activity,2025-12-13
8.52.158.82,ip,Chargeback abuse,2025-10-16
acc_641035,account,Suspicious login pattern,2025-12-05
acc_163348,account,Known botnet activity,2025-09-01
145.215.100.249,ip,Chargeback abuse,2025-11-23
44.207.153.203,ip,Known botnet activity,2025-11-11
220.111.94.30,ip,Suspicious login pattern,2025-10-19
68.31.28.82,ip,Suspicious login pattern,2025-10-27
dev_229349,device,Known botnet activity,2025-12-03
acc_752748,account,Suspicious login pattern,2025-12-20
171.11.91.215,ip,Previous fraud attempt,2025-10-18
191.69.37.211,ip,Known botnet activity,2025-09-04
acc_392259,account,Known botnet activity,2025-11-25
dev_776229,device,Suspicious login pattern,2025-10-22
132.138.148.161,ip,Previous fraud attempt,2025-11-22
acc_15904,account,Suspicious login pattern,2025-09-04
dev_124885,device,Suspicious login pattern,2025-11-14
190.215.176.118,ip,Known botnet activity,2025-10-11
dev_724128,device,Chargeback abuse,2025-11-12
45.172.2.12,ip,Known botnet activity,2025-11-22
acc_701268,account,Suspicious login pattern,2025-11-09
acc_163283,account,Chargeback abuse,2025-10-12
acc_986427,account,Previous fraud attempt,2025-09-11
125.209.208.122,ip,Previous fraud attempt,2025-09-26
dev_132181,device,Previous fraud attempt,2025-10-06
dev_765315,device,Chargeback abuse,2025-12-05
acc_13414,account,Previous fraud attempt,2025-10-25
dev_161586,device,Suspicious login pattern,2025-10-15
79.89.235.88,ip,Suspicious login pattern,2025-12-03
dev_216847,device,Previous fraud attempt,2025-10-12
dev_396598,device,Previous fraud attempt,2025-10-18
dev_389581,device,Known botnet activity,2025-09-09
dev_130308,device,Suspicious login pattern,2025-11-09
dev_911413,device,Suspicious login pattern,2025-10-22
dev_181341,device,Previous fraud attempt,2025-11-28
98.93.43.115,ip,Known botnet activity,2025-09-20
dev_558467,device,Previous fraud attempt,2025-10-18
dev_499189,device,Chargeback abuse,2025-11-05
dev_949099,device,Known botnet activity,2025-09-07
acc_107295,account,Known botnet activity,2025-12-22
dev_518275,device,Suspicious login pattern,2025-09-07
acc_409864,account,Chargeback abuse,2025-11-18
159.175.234.41,ip,Suspicious login pattern,2025-12-08
dev_535847,device,Previous fraud attempt,2025-12-25
128.136.109.32,ip,Known botnet activity,2025-11-23
acc_782707,account,Chargeback abuse,2025-09-16
dev_383415,device,Known botnet activity,2025-09-08
dev_124991,device,Previous fraud attempt,2025-11-19
acc_623814,account,Chargeback abuse,2025-10-22
187.239.131.34,ip,Chargeback abuse,2025-09-26
acc_413126,account,Suspicious login pattern,2025-11-04
acc_165816,account,Previous fraud attempt,2025-11-14
acc_10993,account,Previous fraud attempt,2025-11-10
dev_993563,device,Previous fraud attempt,2025-10-26
dev_149718,device,Suspicious login pattern,2025-11-17
acc_994294,account,Suspicious login pattern,2025-10-30
57.139.182.91,ip,Suspicious login pattern,2025-12-05
dev_806636,device,Known botnet activity,2025-10-15
dev_563654,device,Suspicious login pattern,2025-09-18
dev_951994,device,Suspicious login pattern,2025-10-28
acc_288881,account,Known botnet activity,2025-11-05
acc_40963,account,Chargeback abuse,2025-09-13
acc_380365,account,Chargeback abuse,2025-09-02
acc_94676,account,Chargeback abuse,2025-09-18
94.242.224.169,ip,Known botnet activity,2025-10-26
136.58.197.72,ip,Previous fraud attempt,2025-09-11
215.125.247.209,ip,Chargeback abuse,2025-10-05
dev_654640,device,Known botnet activity,2025-10-19
206.168.104.152,ip,Previous fraud attempt,2025-12-20
dev_85308,device,Suspicious login pattern,2025-12-19
219.90.214.66,ip,Chargeback abuse,2025-09-25
acc_828447,account,Previous fraud attempt,2025-10-25
acc_16587,account,Chargeback abuse,2025-10-16
dev_238553,device,Suspicious login pattern,2025-09-17
acc_524085,account,Suspicious login pattern,2025-10-22
acc_196023,account,Known botnet activity,2025-11-11
dev_867084,device,Previous fraud attempt,2025-10-10
172.221.250.125,ip,Chargeback abuse,2025-11-12
47.101.219.99,ip,Suspicious login pattern,2025-09-09
dev_617946,device,Suspicious login pattern,2025-11-24
dev_544185,device,Previous fraud attempt,2025-11-11
54.94.224.100,ip,Previous fraud attempt,2025-12-14
122.155.115.94,ip,Known botnet activity,2025-11-28
acc_922820,account,Chargeback abuse,2025-09-07
47.174.151.195,ip,Suspicious login pattern,2025-09-28
acc_70346,account,Suspicious login pattern,2025-10-22
dev_586258,device,Suspicious login pattern,2025-10-10
acc_850297,account,Suspicious login pattern,2025-09-14
dev_774832,device,Chargeback abuse,2025-11-18
acc_937600,account,Known botnet activity,2025-10-07
dev_561362,device,Previous fraud attempt,2025-09-02
acc_678673,account,Suspicious login pattern,2025-09-09
147.197.65.239,ip,Known botnet activity,2025-11-04
dev_852323,device,Known botnet activity,2025-12-06
11.106.69.187,ip,Previous fraud attempt,2025-11-28
dev_100678,device,Previous fraud attempt,2025-11-11
acc_292879,account,Suspicious login pattern,2025-11-29
181.17.127.51,ip,Previous fraud attempt,2025-11-16
acc_738219,account,Suspicious login pattern,2025-09-10
211.204.66.89,ip,Chargeback abuse,2025-11-24
acc_621940,account,Previous fraud attempt,2025-12-05
acc_276017,account,Previous fraud attempt,2025-12-13
acc_724669,account,Previous fraud attempt,2025-12-26
dev_380643,device,Chargeback abuse,2025-11-02
212.221.112.248,ip,Previous fraud attempt,2025-11-12
dev_486753,device,Known botnet activity,2025-12-17
acc_194386,account,Previous fraud attempt,2025-09-08
203.246.157.105,ip,Suspicious login pattern,2025-11-09
136.15.159.172,ip,Suspicious login pattern,2025-11-08
dev_484692,device,Chargeback abuse,2025-12-07
dev_279508,device,Known botnet activity,2025-09-18
85.96.212.201,ip,Suspicious login pattern,2025-12-06
acc_507379,account,Known botnet activity,2025-10-13
3.125.22.123,ip,Chargeback abuse,2025-12-16
acc_302078,account,Chargeback abuse,2025-11-06
dev_841537,device,Known botnet activity,2025-11-23
acc_850606,account,Previous fraud attempt,2025-12-26
49.254.211.222,ip,Previous fraud attempt,2025-12-10
acc_684624,account,Suspicious login pattern,2025-10-10
4.176.91.77,ip,Chargeback abuse,2025-10-14
acc_855999,account,Suspicious login pattern,2025-10-17
146.33.130.224,ip,Suspicious login pattern,2025-12-18
acc_580505,account,Chargeback abuse,2025-12-23
acc_99920,account,Chargeback abuse,2025-12-24
183.82.72.208,ip,Previous fraud attempt,2025-12-13
acc_14858,account,Known botnet activity,2025-09-11
dev_364970,device,Suspicious login pattern,2025-11-11
88.242.14.250,ip,Chargeback abuse,2025-12-10
acc_194818,account,Known botnet activity,2025-10-07
acc_387331,account,Suspicious login pattern,2025-09-16
dev_928422,device,Known botnet activity,2025-11-16
dev_7548,device,Previous fraud attempt,2025-11-25
acc_31440,account,Chargeback abuse,2025-12-18
dev_509219,device,Known botnet activity,2025-10-11
acc_432317,account,Suspicious login pattern,2025-10-16
74.175.50.110,ip,Previous fraud attempt,2025-11-11
acc_481722,account,Known botnet activity,2025-11-10
90.141.57.166,ip,Suspicious login pattern,2025-11-18
acc_715734,account,Suspicious login pattern,2025-10-11
188.25.112.144,ip,Suspicious login pattern,2025-11-24
117.245.210.12,ip,Known botnet activity,2025-12-15
acc_384388,account,Suspicious login pattern,2025-10-01
acc_650468,account,Known botnet activity,2025-11-20
75.102.75.22,ip,Suspicious login pattern,2025-12-25
acc_727350,account,Previous fraud attempt,2025-12-21
dev_526173,device,Known botnet activity,2025-10-26
86.253.102.236,ip,Known botnet activity,2025-11-11
dev_266507,device,Known botnet activity,2025-12-03
60.104.5.61,ip,Chargeback abuse,2025-12-25
dev_634737,device,Suspicious login pattern,2025-09-07
acc_735732,account,Known botnet activity,2025-09-01
acc_456195,account,Suspicious login pattern,2025-12-20
197.33.46.5,ip,Previous fraud attempt,2025-09-04
acc_518773,account,Previous fraud attempt,2025-12-17
dev_772940,device,Known botnet activity,2025-09-03
acc_738015,account,Chargeback abuse,2025-12-07
acc_791102,account,Chargeback abuse,2025-11-25
41.66.207.16,ip,Known botnet activity,2025-11-02
acc_445556,account,Known botnet activity,2025-11-20
acc_55056,account,Chargeback abuse,2025-11-10
acc_839134,account,Chargeback abuse,2025-10-02
acc_493694,account,Chargeback abuse,2025-10-29
119.102.43.159,ip,Chargeback abuse,2025-11-21
dev_11780,device,Suspicious login pattern,2025-12-25
165.250.170.228,ip,Chargeback abuse,2025-11-16
dev_160827,device,Chargeback abuse,2025-10-08
dev_24279,device,Previous fraud attempt,2025-12-24
dev_16597,device,Known botnet activity,2025-12-14
dev_600585,device,Known botnet activity,2025-09-10
121.120.112.151,ip,Suspicious login pattern,2025-09-02
